"V1" "exp-pA<15" "polyA-pA<15" "UU-pA<15" "U-pA<15" "U>3-pA<15" "polyA-NoU-pA<15" "exp-pA<25" "polyA-pA<25" "UU-pA<25" "U-pA<25" "U>3-pA<25" "polyA-NoU-pA<25" "exp" "polyA-pA>25" "UU-pA>25" "U-pA>25" "polyA-NoU-pA>25" "symbol"
"ENSG00000136108" 78 3 0 0 0 0 78 10 0 0 0 0 78 30 0 0 0 "CKAP2"
"ENSG00000136238" 153 8 2 2 0 0 153 10 2 2 0 0 153 71 0 0 2 "RAC1"
"ENSG00000136240" 240 7 0 4 0 0 240 10 3 2 0 0 240 91 2 0 2 "KDELR2"
"ENSG00000136261" 145 2 0 0 0 0 145 8 2 2 0 0 145 41 0 0 0 "BZW2"
"ENSG00000136271" 84 4 0 0 0 0 84 6 0 2 0 0 84 25 0 0 0 "DDX56"
"ENSG00000136450" 128 0 0 0 0 0 128 5 3 0 0 0 128 29 0 0 0 "SRSF1"
"ENSG00000136521" 135 6 0 0 0 0 135 5 0 2 0 0 135 58 0 0 3 "NDUFB5"
"ENSG00000136522" 177 4 0 0 0 0 177 3 0 0 0 0 177 74 0 0 0 "MRPL47"
"ENSG00000136527" 186 4 0 0 0 0 186 7 0 3 0 0 186 71 2 0 0 "TRA2B"
"ENSG00000136628" 205 9 0 0 0 0 205 9 5 2 0 0 205 36 0 0 0 "EPRS"
"ENSG00000136717" 79 3 0 0 0 0 79 2 0 0 2 0 79 29 0 0 0 "BIN1"
"ENSG00000136718" 83 2 0 0 0 0 83 6 0 2 0 0 83 46 0 0 0 "IMP4"
"ENSG00000136758" 104 7 0 0 3 0 104 9 0 3 0 0 104 32 0 0 0 "YME1L1"
"ENSG00000136810" 271 9 2 0 0 0 271 4 0 0 0 0 271 102 0 0 0 "TXN"
"ENSG00000136819" 77 0 0 0 0 0 77 4 0 0 0 0 77 38 0 0 3 "C9orf78"
"ENSG00000136824" 78 6 0 2 0 0 78 2 0 0 0 0 78 25 0 0 0 "SMC2"
"ENSG00000136888" 91 8 0 2 0 0 91 5 0 0 0 0 91 40 0 0 2 "ATP6V1G1"
"ENSG00000136930" 119 2 0 0 0 0 119 0 0 0 0 0 119 63 2 0 0 "PSMB7"
"ENSG00000136933" 60 0 0 0 0 0 60 2 0 0 0 0 60 38 0 0 3 "RABEPK"
"ENSG00000136937" 79 0 0 0 0 0 79 4 2 0 0 0 79 27 0 0 0 "NCBP1"
"ENSG00000136942" 243 4 0 0 0 0 243 5 0 0 0 0 243 99 0 0 4 "RPL35"
"ENSG00000136950" 56 2 0 0 0 0 56 0 0 0 0 0 56 29 0 0 2 "ARPC5L"
"ENSG00000136986" 54 3 0 3 0 0 54 2 0 0 0 0 54 33 0 0 0 "DERL1"
"ENSG00000136997" 323 9 2 4 0 0 323 4 0 2 0 0 323 29 0 0 0 "MYC"
"ENSG00000136999" 49 2 0 0 0 0 49 2 0 0 0 0 49 28 0 0 0 "NOV"
"ENSG00000137038" 119 0 0 0 0 0 119 7 3 0 0 0 119 52 0 0 2 "TMEM261"
"ENSG00000137074" 50 0 0 0 0 0 50 0 0 0 0 0 50 34 0 0 2 "APTX"
"ENSG00000137100" 69 0 0 0 0 0 69 0 0 0 0 0 69 30 2 0 0 "DCTN3"
"ENSG00000137106" 81 3 0 0 0 0 81 4 0 0 0 0 81 39 0 0 0 "GRHPR"
"ENSG00000137154" 568 16 0 0 0 0 568 9 3 0 0 0 568 110 7 0 0 "RPS6"
"ENSG00000137207" 65 0 0 0 0 0 65 0 0 0 0 0 65 30 0 0 0 "YIPF3"
"ENSG00000137210" 112 4 0 0 0 0 112 3 0 0 0 0 112 40 0 2 2 "TMEM14B"
"ENSG00000137288" 53 2 0 0 0 0 53 2 0 0 0 0 53 29 0 0 0 "UQCC2"
"ENSG00000137309" 89 5 2 0 0 0 89 3 0 0 0 0 89 32 0 0 0 "HMGA1"
"ENSG00000137500" 67 0 0 0 0 0 67 4 0 3 0 0 67 34 0 0 3 "CCDC90B"
"ENSG00000137547" 72 5 0 0 2 0 72 3 0 0 0 0 72 29 0 0 0 "MRPL15"
"ENSG00000137563" 87 0 0 0 0 0 87 0 0 0 0 0 87 32 0 0 0 "GGH"
"ENSG00000137575" 82 3 2 0 0 0 82 2 0 0 0 0 82 33 5 0 2 "SDCBP"
"ENSG00000137710" 168 5 0 0 2 0 168 8 0 0 2 0 168 45 0 0 0 "RDX"
"ENSG00000137714" 49 3 0 3 0 0 49 7 0 4 0 0 49 20 0 0 0 "FDX1"
"ENSG00000137770" 118 4 0 0 0 0 118 3 0 0 0 0 118 28 0 0 0 "CTDSPL2"
"ENSG00000137801" 167 11 0 4 0 0 167 3 2 0 0 0 167 23 0 0 0 "THBS1"
"ENSG00000137804" 200 3 0 0 0 0 200 3 0 0 0 2 200 60 0 0 8 "NUSAP1"
"ENSG00000137818" 272 6 0 0 0 0 272 8 0 2 0 0 272 98 2 0 2 "RPLP1"
"ENSG00000137845" 71 4 0 0 0 0 71 3 0 3 0 0 71 23 0 0 0 "ADAM10"
"ENSG00000137876" 146 7 0 0 0 0 146 5 0 3 0 0 146 54 0 0 0 "RSL24D1"
"ENSG00000137955" 204 10 0 6 0 0 204 0 0 0 0 0 204 20 0 0 0 "RABGGTB"
"ENSG00000137959" 56 0 0 0 0 0 56 3 0 0 0 0 56 27 2 0 0 "IFI44L"
"ENSG00000137970" 88 0 0 0 0 0 88 0 0 0 0 0 88 56 0 0 0 NA
"ENSG00000138041" 69 2 0 0 0 0 69 8 0 2 0 0 69 27 0 0 0 "SMEK2"
"ENSG00000138069" 65 0 0 0 0 0 65 6 0 0 0 0 65 25 0 0 0 "RAB1A"
"ENSG00000138085" 107 5 0 0 0 0 107 4 0 0 0 0 107 42 0 0 0 "ATRAID"
"ENSG00000138107" 76 0 0 0 0 0 76 5 0 2 0 0 76 41 0 0 4 "ACTR1A"
"ENSG00000138119" 136 4 2 0 0 0 136 7 0 0 0 0 136 30 0 0 0 "MYOF"
"ENSG00000138138" 96 3 0 0 0 0 96 4 0 0 0 0 96 37 2 0 0 "ATAD1"
"ENSG00000138180" 71 6 0 3 0 0 71 6 0 3 0 0 71 21 0 0 0 "CEP55"
"ENSG00000138279" 96 7 0 5 0 0 96 5 0 0 0 0 96 48 0 0 0 "ANXA7"
"ENSG00000138293" 129 3 0 0 0 0 129 5 0 0 0 0 129 30 0 0 0 "NCOA4"
"ENSG00000138297" 79 3 0 0 0 0 79 5 0 2 0 0 79 34 0 0 0 "TIMM23"
"ENSG00000138303" 51 4 0 2 0 0 51 4 0 0 0 0 51 26 0 0 0 "ASCC1"
"ENSG00000138326" 279 6 0 0 0 0 279 11 2 0 0 0 279 105 0 0 0 "RPS24"
"ENSG00000138363" 94 3 0 0 0 0 94 3 0 0 0 0 94 31 0 0 0 "ATIC"
"ENSG00000138381" 102 7 0 2 0 0 102 2 0 0 0 0 102 40 0 0 0 "ASNSD1"
"ENSG00000138413" 92 2 0 0 0 0 92 6 0 2 0 0 92 43 0 0 3 "IDH1"
"ENSG00000138430" 69 4 0 3 0 0 69 6 2 0 0 0 69 28 0 0 0 "OLA1"
"ENSG00000138434" 259 8 2 3 0 0 259 7 0 0 0 0 259 22 0 0 0 "SSFA2"
"ENSG00000138594" 120 4 0 0 0 0 120 5 0 2 0 0 120 30 0 0 2 "TMOD3"
"ENSG00000138757" 154 0 0 0 0 0 154 6 3 0 0 0 154 50 2 0 0 "G3BP2"
"ENSG00000138772" 100 2 0 0 0 0 100 3 0 0 0 0 100 29 0 0 0 "ANXA3"
"ENSG00000138777" 131 6 0 2 0 0 131 5 0 2 0 0 131 58 0 0 0 "PPA2"
"ENSG00000138778" 96 13 0 0 5 0 96 5 0 2 0 0 96 18 0 0 2 "CENPE"
"ENSG00000138796" 59 0 0 0 0 0 59 4 0 0 0 0 59 32 0 0 0 "HADH"
"ENSG00000138801" 76 2 0 0 0 0 76 4 0 0 0 0 76 33 5 0 0 "PAPSS1"
"ENSG00000138814" 55 0 0 0 0 0 55 0 0 0 0 0 55 30 0 0 0 "PPP3CA"
"ENSG00000138821" 76 2 0 0 0 0 76 4 0 2 0 0 76 29 0 0 0 "SLC39A8"
"ENSG00000139168" 80 0 0 0 0 0 80 11 3 3 0 0 80 37 2 0 0 "ZCRB1"
"ENSG00000139180" 49 0 0 0 0 0 49 2 0 0 0 0 49 29 0 0 0 "NDUFA9"
"ENSG00000139239" 60 3 0 0 0 0 60 4 3 0 0 0 60 25 0 0 0 NA
"ENSG00000139329" 58 0 0 0 0 0 58 0 0 0 0 0 58 38 0 0 0 "LUM"
"ENSG00000139343" 84 0 0 0 0 0 84 5 0 2 0 0 84 46 0 0 0 "SNRPF"
"ENSG00000139579" 116 2 0 0 0 0 116 0 0 0 0 0 116 47 0 0 0 "NABP2"
"ENSG00000139644" 236 7 0 2 0 0 236 3 0 0 0 0 236 73 0 3 3 "TMBIM6"
"ENSG00000139684" 83 0 0 0 0 0 83 3 0 2 0 0 83 40 0 0 0 "ESD"
"ENSG00000139921" 149 6 0 4 0 0 149 10 2 4 0 0 149 76 2 0 2 "TMX1"
"ENSG00000140264" 114 2 0 0 0 0 114 0 0 0 0 0 114 54 0 0 4 "HYPK"
"ENSG00000140299" 91 3 0 2 0 0 91 2 0 0 0 0 91 33 0 0 0 "BNIP2"
"ENSG00000140307" 207 10 0 4 0 0 207 4 0 0 0 0 207 80 0 0 2 "GTF2A2"
"ENSG00000140319" 187 3 0 0 0 0 187 7 3 0 0 0 187 72 4 2 4 "SRP14"
"ENSG00000140350" 152 10 2 4 0 0 152 3 0 0 0 0 152 50 0 0 0 "ANP32A"
"ENSG00000140374" 98 2 0 0 0 0 98 7 2 4 0 0 98 40 3 0 0 "ETFA"
"ENSG00000140391" 123 0 0 0 0 0 123 3 0 0 0 0 123 62 0 2 8 "TSPAN3"
"ENSG00000140416" 99 2 0 0 0 0 99 5 3 0 0 0 99 25 0 0 0 "TPM1"
"ENSG00000140575" 232 5 0 0 0 0 232 4 0 0 0 0 232 41 2 0 5 "IQGAP1"
"ENSG00000140612" 141 2 0 0 0 0 141 8 2 3 0 0 141 75 0 0 2 "SEC11A"
"ENSG00000140740" 117 2 0 0 0 0 117 2 0 0 0 0 117 32 2 0 0 "UQCRC2"
"ENSG00000140988" 231 4 0 0 0 0 231 0 0 0 0 0 231 79 2 0 0 "RPS2"
"ENSG00000140990" 132 0 0 0 0 0 132 10 0 0 0 0 132 71 0 0 4 "NDUFB10"
"ENSG00000141030" 99 0 0 0 0 0 99 6 2 2 0 0 99 45 0 0 0 "COPS3"
"ENSG00000141367" 333 17 0 4 5 0 333 17 3 6 0 0 333 64 4 3 0 "CLTC"
"ENSG00000141401" 72 3 0 0 0 0 72 5 0 2 0 0 72 32 0 0 2 "IMPA2"
"ENSG00000141424" 97 0 0 0 0 0 97 0 0 0 0 0 97 40 3 0 4 "SLC39A6"
"ENSG00000141425" 82 3 0 0 0 0 82 2 0 0 0 0 82 27 0 0 2 "RPRD1A"
"ENSG00000141429" 149 7 0 4 0 0 149 3 0 0 0 0 149 52 0 2 5 "GALNT1"
"ENSG00000141543" 95 4 0 0 0 0 95 5 0 0 0 0 95 31 0 0 0 "EIF4A3"
"ENSG00000141552" 50 0 0 0 0 0 50 0 0 0 0 0 50 34 0 0 0 "ANAPC11"
"ENSG00000141682" 66 4 0 0 0 0 66 4 0 0 0 0 66 24 0 0 0 "PMAIP1"
"ENSG00000141759" 105 3 0 0 0 0 105 3 0 0 0 0 105 42 2 0 0 "TXNL4A"
"ENSG00000142089" 86 0 0 0 0 0 86 0 0 0 0 0 86 45 2 0 0 "IFITM3"
"ENSG00000142168" 186 3 0 0 0 0 186 4 0 0 0 0 186 91 0 0 3 "SOD1"
"ENSG00000142178" 175 12 0 6 0 0 175 0 0 0 0 0 175 22 0 0 0 "SIK1"
"ENSG00000142192" 145 2 0 0 0 0 145 0 0 0 0 0 145 29 3 0 2 "APP"
"ENSG00000142507" 70 3 0 2 0 0 70 5 2 2 0 0 70 30 0 0 0 "PSMB6"
"ENSG00000142534" 248 10 0 0 0 0 248 6 0 0 0 0 248 91 0 0 0 "RPS11"
"ENSG00000142541" 344 6 0 0 0 0 344 9 0 0 0 0 344 76 0 0 3 "RPL13A"
"ENSG00000142657" 109 0 0 0 0 0 109 5 0 0 0 0 109 37 0 0 0 "PGD"
"ENSG00000142676" 179 0 0 0 0 0 179 0 0 0 0 0 179 64 0 0 0 "RPL11"
"ENSG00000142856" 84 4 0 0 0 0 84 2 0 0 0 0 84 29 0 0 0 "ITGB3BP"
"ENSG00000142864" 284 8 0 3 0 0 284 11 3 5 0 0 284 101 3 2 2 "SERBP1"
"ENSG00000142892" 69 2 0 0 0 0 69 5 0 0 0 0 69 34 2 0 2 "PIGK"
"ENSG00000142937" 195 0 0 0 0 0 195 3 0 0 0 0 195 42 0 0 0 "RPS8"
"ENSG00000143106" 151 10 2 5 0 0 151 3 0 0 0 0 151 52 0 0 0 "PSMA5"
"ENSG00000143153" 99 2 0 0 0 0 99 4 0 0 0 0 99 24 0 0 0 "ATP1B1"
"ENSG00000143155" 61 0 0 0 0 0 61 0 0 0 0 0 61 31 0 0 2 "TIPRL"
"ENSG00000143158" 104 6 0 2 0 0 104 4 0 0 0 0 104 49 0 0 0 "MPC2"
"ENSG00000143179" 97 5 0 0 0 0 97 2 0 0 0 0 97 31 0 0 0 "MIR3658"
"ENSG00000143183" 191 0 0 0 0 0 191 3 0 0 0 0 191 121 2 2 2 "TMCO1"
"ENSG00000143198" 95 0 0 0 0 0 95 0 0 0 0 0 95 44 0 0 0 "MGST3"
"ENSG00000143222" 51 0 0 0 0 0 51 3 0 0 0 0 51 27 0 0 0 "UFC1"
"ENSG00000143256" 63 2 0 0 0 0 63 5 0 0 0 0 63 28 0 0 0 "PFDN2"
"ENSG00000143321" 157 4 0 0 0 0 157 3 0 0 0 0 157 50 3 3 0 "HDGF"
"ENSG00000143401" 94 3 0 0 0 0 94 2 0 2 0 0 94 40 0 0 0 "ANP32E"
"ENSG00000143416" 111 0 0 0 0 0 111 2 0 0 0 0 111 33 0 0 0 "SELENBP1"
"ENSG00000143420" 127 0 0 0 0 0 127 3 0 2 0 0 127 61 0 0 3 "ENSA"
"ENSG00000143476" 154 8 0 0 0 0 154 9 2 0 0 0 154 40 0 0 0 "DTL"
"ENSG00000143486" 62 0 0 0 0 0 62 4 0 2 0 0 62 27 0 0 0 "EIF2D"
"ENSG00000143543" 122 2 0 0 0 0 122 0 0 0 0 0 122 47 0 3 0 "JTB"
"ENSG00000143549" 179 3 0 0 0 0 179 6 3 2 0 0 179 28 0 0 0 "TPM3"
"ENSG00000143569" 96 2 0 0 0 0 96 5 0 0 0 0 96 30 0 0 2 "UBAP2L"
"ENSG00000143570" 107 0 0 0 0 0 107 2 0 0 0 0 107 38 3 0 0 "SLC39A1"
"ENSG00000143575" 92 0 0 0 0 0 92 4 0 0 0 0 92 34 0 0 0 "HAX1"
"ENSG00000143612" 177 0 0 0 0 0 177 6 0 2 0 0 177 79 2 0 0 "C1orf43"
"ENSG00000143621" 105 3 0 0 0 0 105 7 0 3 0 0 105 29 0 0 0 "ILF2"
"ENSG00000143641" 87 3 0 0 0 0 87 3 0 2 0 0 87 28 0 0 0 "GALNT2"
"ENSG00000143653" 54 3 0 0 0 0 54 7 0 0 0 0 54 35 0 0 2 "SCCPDH"
"ENSG00000143727" 97 0 0 0 0 0 97 0 0 0 0 0 97 34 0 0 0 "ACP1"
"ENSG00000143742" 147 2 0 0 0 0 147 0 0 0 0 0 147 38 0 0 0 "SRP9"
"ENSG00000143753" 78 0 0 0 0 0 78 4 0 0 0 0 78 28 0 0 0 "DEGS1"
"ENSG00000143761" 161 7 0 0 0 0 161 6 0 0 0 0 161 56 2 0 3 "ARF1"
"ENSG00000143771" 125 4 2 0 0 0 125 5 0 2 0 0 125 67 0 0 0 "CNIH4"
"ENSG00000143774" 117 3 0 0 0 0 117 5 0 0 0 0 117 63 2 0 3 "GUK1"
"ENSG00000143799" 118 7 0 3 0 0 118 5 0 2 0 0 118 50 2 0 2 "PARP1"
"ENSG00000143815" 73 3 0 0 0 0 73 5 0 0 0 0 73 26 0 0 0 "LBR"
"ENSG00000143933" 163 7 0 3 0 0 163 3 0 0 0 0 163 51 2 0 0 "CALM2"
"ENSG00000143942" 60 4 0 0 0 0 60 0 0 0 0 0 60 30 0 0 0 "CHAC2"
"ENSG00000143947" 238 2 0 0 0 0 238 0 0 0 0 0 238 87 0 0 0 "RPS27A"
"ENSG00000143977" 165 8 0 3 0 0 165 6 0 0 0 0 165 42 0 0 0 "SNRPG"
"ENSG00000144034" 92 4 0 0 0 0 92 8 2 0 0 0 92 50 0 0 0 "TPRKB"
"ENSG00000144381" 322 12 0 2 0 0 322 4 0 0 0 0 322 31 0 0 0 "HSPD1"
"ENSG00000144476" 154 7 5 0 0 0 154 9 2 0 0 0 154 52 0 0 0 "ACKR3"
"ENSG00000144580" 71 2 0 0 0 0 71 2 0 0 0 0 71 34 0 0 0 "RQCD1"
"ENSG00000144713" 341 10 0 0 0 0 341 9 2 0 0 0 341 102 0 0 3 "RPL32"
"ENSG00000144746" 125 4 0 2 0 0 125 6 0 0 0 0 125 51 0 0 0 "ARL6IP5"
"ENSG00000144867" 77 0 0 0 0 0 77 4 0 2 0 0 77 45 0 3 0 "SRPRB"
"ENSG00000144895" 75 8 3 2 0 0 75 3 0 2 0 0 75 24 0 0 0 "EIF2A"
"ENSG00000145050" 112 7 0 0 0 0 112 2 0 0 0 0 112 52 2 0 0 "MANF"
"ENSG00000145220" 75 8 2 3 0 0 75 5 0 0 0 0 75 25 0 0 0 "LYAR"
"ENSG00000145247" 57 0 0 0 0 0 57 0 0 0 0 0 57 40 0 0 0 "OCIAD2"
"ENSG00000145354" 128 0 0 0 0 0 128 4 0 0 0 0 128 64 0 0 2 "CISD2"
"ENSG00000145425" 184 0 0 0 0 0 184 0 0 0 0 0 184 45 3 0 4 "RPS3A"
"ENSG00000145494" 199 0 0 0 0 0 199 5 2 0 0 0 199 97 2 0 2 "NDUFS6"
"ENSG00000145495" 201 10 0 3 0 0 201 12 0 7 0 0 201 36 0 0 0 "MARCH6"
"ENSG00000145545" 63 0 0 0 0 0 63 3 0 0 0 0 63 30 0 0 3 "SRD5A1"
"ENSG00000145555" 111 4 0 0 0 0 111 5 0 0 0 0 111 22 0 0 4 "MYO10"
"ENSG00000145592" 421 4 0 0 0 0 421 3 0 0 0 0 421 95 2 0 0 "RPL37"
"ENSG00000145604" 157 4 0 3 0 0 157 7 2 0 0 0 157 36 0 0 0 "SKP2"
"ENSG00000145741" 215 6 0 2 0 0 215 19 6 6 0 0 215 90 0 2 0 "BTF3"
"ENSG00000145782" 84 0 0 0 0 0 84 3 0 0 0 0 84 39 0 0 2 "ATG12"
"ENSG00000145817" 98 6 2 0 0 0 98 6 0 0 0 0 98 29 0 0 0 "YIPF5"
"ENSG00000145833" 81 7 0 0 2 0 81 5 0 0 0 0 81 22 0 0 0 "DDX46"
"ENSG00000145860" 77 4 0 0 0 0 77 3 0 2 0 0 77 27 2 0 0 "RNF145"
"ENSG00000145907" 245 10 2 2 0 2 245 13 0 3 0 0 245 57 0 0 2 "G3BP1"
"ENSG00000146007" 67 2 0 0 0 0 67 2 2 0 0 0 67 41 0 0 2 "ZMAT2"
"ENSG00000146066" 78 8 2 0 0 0 78 4 0 0 0 0 78 41 0 0 0 "HIGD2A"
"ENSG00000146223" 117 7 0 0 3 0 117 5 0 2 0 0 117 41 0 0 0 "RPL7L1"
"ENSG00000146425" 100 5 2 0 0 0 100 4 0 0 0 0 100 35 0 0 0 "DYNLT1"
"ENSG00000146457" 77 5 0 2 0 0 77 7 0 0 0 0 77 26 0 0 0 "WTAP"
"ENSG00000146677" 70 0 0 0 0 0 70 0 0 0 0 0 70 46 0 0 0 NA
"ENSG00000146701" 174 3 0 0 0 0 174 7 2 0 0 0 174 62 0 0 3 "MDH2"
"ENSG00000146729" 67 4 0 2 0 0 67 4 0 2 0 0 67 26 0 0 0 "GBAS"
"ENSG00000146731" 205 11 0 3 0 0 205 16 2 5 0 0 205 54 0 0 0 "CCT6A"
"ENSG00000146842" 68 2 0 0 0 0 68 7 0 3 0 0 68 23 0 0 0 "TMEM209"
"ENSG00000147123" 176 4 0 0 0 0 176 4 0 2 0 0 176 86 2 0 0 "NDUFB11"
"ENSG00000147155" 72 2 0 0 0 0 72 2 0 0 0 0 72 38 0 0 0 "EBP"
"ENSG00000147162" 112 6 0 0 0 0 112 3 0 0 0 0 112 21 0 0 0 "OGT"
"ENSG00000147164" 79 0 0 0 0 0 79 3 2 0 0 0 79 37 2 0 2 "SNX12"
"ENSG00000147274" 179 10 0 3 0 0 179 4 0 3 0 0 179 56 0 0 0 "RBMX"
"ENSG00000147400" 57 0 0 0 0 0 57 2 0 0 0 0 57 38 2 0 0 "CETN2"
"ENSG00000147403" 215 2 0 0 0 0 215 3 0 0 0 0 215 73 0 0 3 "RPL10"
"ENSG00000147604" 271 5 0 0 0 0 271 3 0 0 0 0 271 64 0 0 0 "RPL7"
"ENSG00000147649" 126 12 0 3 0 0 126 7 0 6 0 0 126 34 0 0 0 "MTDH"
"ENSG00000147669" 107 8 0 3 0 0 107 2 0 0 0 0 107 42 2 0 3 "POLR2K"
"ENSG00000147677" 132 3 0 2 0 0 132 6 2 0 0 0 132 36 0 0 0 "EIF3H"
"ENSG00000147684" 105 0 0 0 0 0 105 3 0 0 0 0 105 63 0 0 0 "NDUFB9"
"ENSG00000147883" 123 4 0 0 0 0 123 5 0 2 0 0 123 38 0 0 0 "CDKN2B"
"ENSG00000147889" 287 5 0 0 0 0 287 9 0 4 0 0 287 110 0 0 0 "CDKN2A"
"ENSG00000147955" 113 2 0 0 0 0 113 0 0 0 0 0 113 61 0 0 0 "SIGMAR1"
"ENSG00000148019" 56 0 0 0 0 0 56 3 0 0 0 0 56 30 0 0 0 "CEP78"
"ENSG00000148175" 171 2 0 0 0 0 171 5 0 0 0 0 171 46 0 2 2 "STOM"
"ENSG00000148180" 70 0 0 0 0 0 70 3 0 0 0 0 70 33 2 0 0 "GSN"
"ENSG00000148187" 80 2 2 0 0 0 80 0 0 0 0 0 80 30 0 0 0 "MRRF"
"ENSG00000148248" 120 3 0 0 0 0 120 3 0 0 0 0 120 63 0 0 0 "SURF4"
"ENSG00000148303" 393 5 0 2 0 0 393 7 2 0 0 0 393 123 0 0 4 "RPL7A"
"ENSG00000148411" 57 5 0 2 0 0 57 2 0 0 0 0 57 23 0 0 0 "NACC2"
"ENSG00000148444" 42 0 0 0 0 0 42 3 0 0 0 0 42 29 0 0 0 "COMMD3"
"ENSG00000148484" 114 4 0 2 0 0 114 7 2 4 0 0 114 50 0 4 0 "RSU1"
"ENSG00000148688" 63 2 0 0 0 0 63 2 0 0 0 0 63 29 0 0 0 "RPP30"
"ENSG00000148834" 77 3 0 0 0 0 77 0 0 0 0 0 77 52 0 0 3 "GSTO1"
"ENSG00000148943" 127 8 0 6 0 0 127 7 2 0 0 0 127 46 0 0 0 "LIN7C"
"ENSG00000149136" 135 2 0 0 0 0 135 6 2 0 0 0 135 43 2 0 0 "SSRP1"
"ENSG00000149196" 88 4 0 0 0 0 88 2 0 0 0 0 88 47 0 0 2 "C11orf73"
"ENSG00000149212" 86 0 0 0 0 0 86 10 3 3 0 0 86 20 0 0 0 "SESN3"
"ENSG00000149257" 107 4 0 0 0 0 107 3 0 0 0 0 107 39 0 0 0 "SERPINH1"
"ENSG00000149273" 378 11 0 3 0 0 378 7 3 0 0 0 378 104 0 0 2 "RPS3"
"ENSG00000149485" 188 2 0 0 0 0 188 4 0 0 0 0 188 41 0 0 0 "FADS1"
"ENSG00000149806" 135 5 0 0 0 0 135 0 0 0 0 0 135 74 0 0 0 "FAU"
"ENSG00000149923" 95 4 0 2 0 0 95 0 0 0 0 0 95 58 0 0 0 "PPP4C"
"ENSG00000149925" 405 3 0 0 0 0 405 6 0 0 0 0 405 65 5 0 0 "ALDOA"
"ENSG00000150316" 160 9 0 5 2 0 160 3 0 2 0 0 160 78 0 0 0 "CWC15"
"ENSG00000150459" 120 4 2 0 0 0 120 6 0 0 0 0 120 57 0 0 0 "SAP18"
"ENSG00000150687" 75 0 0 0 0 0 75 3 0 0 0 0 75 38 0 0 0 "PRSS23"
"ENSG00000150756" 83 0 0 0 0 0 83 3 0 0 0 0 83 39 0 0 0 "FAM173B"
"ENSG00000150787" 60 2 0 0 0 0 60 8 2 2 0 0 60 23 0 0 0 "PTS"
"ENSG00000150991" 325 8 0 4 0 0 325 13 3 0 0 0 325 54 0 0 0 "UBC"
"ENSG00000151012" 175 6 0 4 0 0 175 5 0 0 0 0 175 23 0 0 0 "SLC7A11"
"ENSG00000151135" 67 4 0 0 0 0 67 2 0 0 0 0 67 24 0 0 0 "TMEM263"
"ENSG00000151239" 83 0 0 0 0 0 83 7 0 5 0 0 83 25 0 0 0 "TWF1"
"ENSG00000151327" 83 5 0 0 0 0 83 2 0 0 0 0 83 38 0 0 0 "FAM177A1"
"ENSG00000151366" 50 0 0 0 0 0 50 3 0 0 0 0 50 31 0 0 0 "NDUFC2"
"ENSG00000151465" 83 4 0 0 0 0 83 3 0 0 0 0 83 31 0 0 0 "CDC123"
"ENSG00000151632" 305 5 0 0 2 0 305 10 4 0 0 0 305 89 0 0 0 "AKR1C2"
"ENSG00000152234" 164 5 0 2 0 0 164 6 0 2 0 0 164 50 3 0 0 "ATP5A1"
"ENSG00000152240" 50 2 0 0 0 0 50 3 0 0 0 0 50 25 0 0 0 "HAUS1"
"ENSG00000152795" 138 11 0 5 0 0 138 10 2 3 0 0 138 37 0 0 0 "HNRNPDL"
"ENSG00000152944" 112 4 0 2 0 0 112 10 2 5 0 0 112 50 0 0 2 "LOC101928625"
"ENSG00000152952" 135 11 0 2 2 0 135 4 0 2 0 0 135 27 0 0 0 "PLOD2"
"ENSG00000153006" 53 4 0 0 0 0 53 0 0 0 0 0 53 30 0 0 0 "SREK1IP1"
"ENSG00000153037" 79 15 0 6 0 0 79 4 0 3 0 0 79 36 0 0 0 "SRP19"
"ENSG00000153071" 128 8 4 0 0 0 128 7 2 0 0 0 128 35 0 0 0 "DAB2"
"ENSG00000153113" 283 5 2 0 0 0 283 7 0 3 0 0 283 64 2 0 3 "CAST"
"ENSG00000153147" 138 5 0 0 0 0 138 8 0 2 0 0 138 26 0 0 0 "SMARCA5"
"ENSG00000153187" 280 12 0 3 2 0 280 19 5 6 2 0 280 94 0 2 0 "HNRNPU"
"ENSG00000153250" 148 11 0 2 0 0 148 5 0 0 0 0 148 41 0 0 0 "RBMS1"
"ENSG00000153944" 88 3 0 0 0 0 88 4 0 0 0 0 88 37 0 0 0 "MSI2"
"ENSG00000154122" 121 8 0 4 0 0 121 9 0 2 0 0 121 43 0 0 0 "ANKH"
"ENSG00000154124" 96 0 0 0 0 0 96 3 3 0 0 0 96 28 0 0 0 "OTULIN"
"ENSG00000154217" 85 3 0 0 0 0 85 3 0 0 0 0 85 38 0 0 0 "PITPNC1"
"ENSG00000154380" 86 7 0 0 0 0 86 6 0 4 0 0 86 27 0 0 0 "ENAH"
"ENSG00000154473" 166 11 0 5 0 0 166 10 0 5 0 0 166 62 0 0 0 "BUB3"
"ENSG00000154518" 180 4 0 0 0 0 180 5 0 0 0 0 180 82 3 0 0 "ATP5G3"
"ENSG00000154582" 241 7 0 3 2 0 241 7 0 0 0 0 241 122 0 0 2 "TCEB1"
"ENSG00000154723" 93 0 0 0 0 0 93 0 0 0 0 0 93 42 0 0 0 "ATP5J"
"ENSG00000155090" 82 5 2 0 0 0 82 5 0 0 0 0 82 21 0 0 0 "KLF10"
