Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Expression WT	Expression A	Expression B	Expression C	qValue WT vs A	qValue WT vs B	qValue WT vs C	qValue A vs B	qValue A vs C	qValue B vs C
	3250709	3249771		-	tdcA	b3118	regulator; Degradation of small molecules: Amino acids	7	1	4	0	2.6721889107851393E-76	0.8923228411998155	1.0986232424131534E-169	9.313017211813842E-20	7.498485545594744E-4	8.355882657430818E-43
	3251024	3251242		+	tdcR	b3119	regulator; Degradation of small molecules: Amino acids	4	0	1	0	7.113507118978052E-63	0.030226798933094972	0.0	1.6249379289042552E-6	5.984331007571396E-70	0.0
	3251498	3252037		+	yhaB	b3120	regulator; Degradation of small molecules: Amino acids	7	1	3	0	1.5656850667157527E-190	0.6574747662991121	1.7541961118847386E-41	1.178445178940826E-35	0.1459780874405151	3.56948659132189E-8
	3252059	3253246		+	yhaC	b3121	regulator; Degradation of small molecules: Amino acids	5	0	1	0	0.0	0.13677077944257274	9.677687194430113E-175	2.0593423348431944E-28	0.9143252316592965	3.243150441571679E-14
3254236			3253860	-	rnpB	b3123	-	119416	145626	149587	163590	0.8812253478540696	1.0	0.1851131175365583	0.4842959598377633	0.04196359029416762	0.02810451729603592
3255414	3255414	3254269		-	garK	b3124	1.1.1 metabolism; carbon utilization; carbon compounds	28	25	35	29	2.2152671922620815E-8	1.0	0.0061896569670958235	1.6942464097374546E-12	0.0013982254316477036	7.617420367835931E-4
3256395	3256395	3255511		-	garR	b3125	1.1.1 metabolism; carbon utilization; carbon compounds	21	19	26	23	5.911728794886255E-8	1.0	0.010204659470764231	8.939964737402053E-12	3.1796087135297583E-4	0.0020194053870412542
	3257201	3256431		-	garL	b3126	1.1.1 metabolism; carbon utilization; carbon compounds	11	4	9	2	1.7276518372516994E-24	1.0	5.835885341653343E-24	3.363407261126246E-15	0.2722076406055118	1.6751484518578778E-14
	3258551	3257217	3257217	-	garP	b3127	1.1.1 metabolism; carbon utilization; carbon compounds	10	2	7	1	6.622597182540379E-104	0.9486146858152701	2.8279206626237396E-80	4.780976790111239E-43	0.6914161930171505	2.823314862107211E-33
3258926	3258926	3260497		+	garD	b3128	1.1.1 metabolism; carbon utilization; carbon compounds	14	9	16	9	1.7380261229386048E-19	1.0	1.971848658311096E-6	1.545618358856456E-22	0.005993934732148699	5.858787815253E-7
	3260646	3260981		+	prlF	b3129	putative enzyme; Not classified	67	68	65	53	2.0066791343221403E-6	1.0	9.019695168295842E-5	1.0728529104595858E-5	0.9493258724627563	3.498731103752381E-4
	3260981	3261445		+	yhaV	b3130	putative enzyme; Not classified	78	79	72	55	1.445672680741608E-7	1.0	9.982896192202273E-6	5.513355183786042E-6	0.6131312673565827	1.564494792975939E-4
	3262309	3261500	3261500	-	agaR	b3131	regulator; Not classified	68	73	70	75	8.664710834220358E-5	1.0	0.1201223053426079	1.1460414271588074E-4	0.01712588055457465	0.15827097714648156
	3262558	3263838		+	kbaZ	b3132	putative enzyme; Not classified	11	4	9	5	2.0557801853927116E-37	0.994739455228935	6.942897584083218E-9	5.676127497839039E-24	2.0655135894692258E-4	6.2380796900490325E-6
	3263861	3264334		+	agaV	b3133	enzyme; Central intermediary metabolism: Amino sugars	10	5	9	4	1.4715867716893486E-10	1.0	1.6060853588440889E-6	2.3672846679637705E-9	0.8714856389890923	1.0559646646729507E-5
	3264345	3264719		+	agaW	b3134	enzyme; Central intermediary metabolism: Amino sugars	12	4	10	3	3.049629921041303E-21	1.0	8.988486264404376E-10	6.717300570472222E-16	0.6056885767361451	2.491247942368814E-7
	3264715	3265269		+	agaA	b3135	enzyme; Central intermediary metabolism: Amino sugars	17	11	16	8	2.6827913683808353E-14	1.0	2.7540705765747197E-7	1.2049002453558857E-12	0.6383914625786213	2.2137486100485E-6
	3265620	3266774		+	agaS	b3136	putative enzyme; Not classified	11	11	11	8	1.3224181506504728E-7	1.0	5.3849928585961697E-5	3.492736031709652E-7	0.9919922350253069	9.93542901158691E-5
	3266787	3267647		+	kbaY	b3137	enzyme; Central intermediary metabolism: Pool, multipurpose conversions	8	7	7	2	2.3831010747548913E-7	1.0	5.861779695399188E-11	6.738102163201388E-7	2.839543986554312E-4	5.906135742940554E-10
	3267814	3268290		+	agaB	b3138	enzyme; Central intermediary metabolism: Amino sugars	6	1	4	0	4.718897491846277E-109	0.9210986286870756	7.573109138797093E-41	5.482447008955098E-35	0.7333800715806227	3.0255963822435507E-13
	3268329	3269132		+	agaC	b3139	enzyme; Central intermediary metabolism: Amino sugars	5	1	4	0	8.844726757424835E-41	1.0	1.0640703561846623E-37	4.913098901573193E-25	0.2798716703630152	7.306097680693506E-23
	3269122	3269913		+	agaD	b3140	enzyme; Central intermediary metabolism: Amino sugars	9	4	7	2	2.515916774205282E-18	1.0	8.758145609748854E-14	8.484325418145075E-10	0.7579593735255978	3.186357587627374E-7
	3269914	3270669		+	agaI	b3141	putative enzyme; Not classified	9	4	9	1	2.3881588824334165E-15	1.0	1.7290100140591536E-33	1.1289596091307163E-14	4.106731354226102E-4	1.1464877450307796E-31
	3271070	3271654		+	yraH	b3142	putative structure; Not classified	8	7	6	3	9.90167926923894E-6	1.0	8.623111634281118E-8	0.002516056080409975	0.005286895803282785	2.0673362533416297E-4
	3271734	3272429	3272429	+	yraI	b3143	putative factor; Not classified	9	3	7	0	4.442484626496519E-25	1.0	6.247503972484821E-169	7.791467661997861E-13	3.6842038332266544E-13	4.217940094976305E-82
	3272458	3274974	3274974	+	yraJ	b3144	putative membrane; Not classified	20	16	23	14	2.9455677990700477E-12	1.0	1.7784254855024724E-6	2.353695493160999E-17	0.3523582766628482	7.390157516568437E-9
	3274985	3276076		+	yraK	b3145	orf; Not classified	13	10	17	11	1.4925578652195124E-14	1.0	9.596634041342241E-4	2.3325337901172013E-25	2.291825065072152E-5	2.0860856275114277E-5
	3276979	3276119		-	rsmI	b3146	enzyme; rRNA modification	34	34	47	40	2.8834461587409566E-7	1.0	0.016250180113465497	5.09536472265002E-13	7.060425105590459E-4	7.607313561748524E-4
	3277044	3279080		+	lpoA	b3147	putative enzyme; Not classified	72	61	67	74	3.0303868672283594E-7	1.0	0.7929905469313067	3.178368551045317E-6	1.6874484192946069E-6	0.918166342335218
	3279038	3279433		+	yraN	b3148	putative enzyme; Not classified	54	48	67	73	3.108626786213943E-8	1.0	0.06326810596600976	3.9300271466725625E-12	5.986481430906135E-9	0.024092961646100773
	3279453	3280043	3280043	+	diaA	b3149	putative enzyme; Not classified	99	105	139	129	1.5160104887079298E-4	0.8520837225651668	0.8439183515517531	1.6844061531843528E-11	6.95702833711262E-6	0.05605066943286783
3280044	3280053	3280628	3280629	+	yraP	b3150	putative transport; Not classified	88	96	122	150	4.315916550084976E-5	1.0	0.24081696142596976	2.87534043583266E-11	2.2517909741015245E-16	0.8937987182084113
	3281782	3280742		-	yraQ	b3151	putative transport; Not classified	44	43	48	42	7.269175873726458E-8	1.0	0.002628441157042464	5.18043090087578E-9	0.05406709048495989	0.0014002052804286786
	3282490	3281855		-	yraR	b3152	putative transport; Not classified	51	66	76	90	1.3190422379486338E-4	1.0	0.8849524403549649	4.15569938880191E-10	2.7268137609160276E-10	0.339807687381086
	3282618	3283136		+	yhbO	b3153	putative transport; Not classified	98	107	64	64	8.658323871034542E-5	0.901879142006099	1.1292450922413051E-7	0.18567898245454728	0.002546066880879588	0.007457781309148399
	3283559	3283116		-	yhbP	b3154	putative transport; Not classified	48	54	45	41	2.728136050696181E-5	1.0	2.920947390893088E-4	3.1995565878695844E-4	0.7524983868126671	0.0019057085083185115
	3283610	3283912		+	yhbQ	b3155	putative transport; Not classified	50	52	77	72	3.776079308462488E-7	1.0	0.07298500383396826	2.589214307776292E-16	3.5663066486232204E-8	0.003612707216349429
	3284402	3283899		-	yhbS	b3156	putative transport; Not classified	143	167	154	185	0.04150336873898459	1.0	0.43489969380159926	0.00611449192035823	7.487153284397656E-4	0.786360130479733
3284927	3284920	3284396		-	yhbT	b3157	putative transport; Not classified	151	176	161	186	0.03881847498515798	1.0	0.4761033102884757	0.006138066516071416	0.001481948604642384	0.8373329146322315
	3285129	3286124		+	yhbU	b3158	orf; Not classified	7	3	7	2	8.886373749498622E-16	1.0	1.190253973541967E-10	2.369310694338006E-19	0.9639152834920673	7.401866112975224E-13
	3286133	3287011		+	yhbV	b3159	orf; Not classified	13	7	14	5	2.2634334062988962E-21	1.0	1.9138087357249025E-9	2.3221564223247465E-24	0.3404827883161075	1.6258183138952527E-10
	3287092	3288099		+	yhbW	b3160	putative enzyme; Not classified	65	101	90	90	0.9398175376281294	0.4964667920846256	0.3817188295540785	0.006353631409205283	0.18436174998376262	0.30797648138816136
	3289461	3288217		-	mtr	b3161	transport; Transport of small molecules: Amino acids, amines	125	216	118	93	6.443035023509265E-6	1.0	0.0010849409114650536	1.267615267528151E-5	6.991203930013274E-21	0.0023003431717366087
	3291504	3289615	3289596	-	deaD	b3162	enzyme; RNA synthesis, modification, DNA transcription	849	675	570	508	8.139533283929567E-13	0.7733148057536993	3.529093370439547E-14	2.0202442926566273E-4	0.14648767705399499	4.2175107706838215E-5
3291666	3291577	3291497		-	yrbN	b4685	enzyme; RNA synthesis, modification, DNA transcription	684	556	520	372	8.013821689875787E-12	0.932844760071388	4.3524924386378805E-11	1.9439361327173698E-5	0.20128277199689965	2.5878311849440048E-5
3291667			3291683	?	-	predicted RNA	-	1137	936	1063	718	3.007507321674142E-11	1.0	2.089418554185361E-6	2.140396094323033E-9	0.6948481296472915	2.8904415042528276E-5
3292568	3292568	3291684	3291684	-	nlpI	b3163	putative regulator; Not classified	1196	1085	1303	1094	1.8002745355834429E-6	0.885467276205402	9.89944312014439E-4	3.245926832718767E-10	0.2500971197651446	3.4077327918467823E-6
3294868	3294812	3292677	3292626	-	pnp	b3164	enzyme; RNA synthesis, modification, DNA transcription	551	527	487	541	3.35547862935018E-6	1.0	0.0038282491071661624	3.116655811412503E-5	0.12020792832995299	0.009178941571466388
3294869			3295042	+	psrO	b4449	-	97	87	91	88	2.2963760097514133E-9	1.0	0.0011240271649261128	5.9297110706512914E-8	0.012347791754436387	0.005006783664507872
3295387	3295328	3295059	3295053	-	rpsO	b3165	structural component; Ribosomal proteins - synthesis, modification	1506	1384	1220	1170	9.110057783714448E-5	0.9431885828757316	4.233372086255562E-4	0.033824183717007024	0.8582469058878415	0.05148295722376958
3295388			3295414	?	-	predicted RNA	-	1095	1048	775	694	1.956930319931824E-7	1.0	2.9964487717375956E-7	0.0023973081543880435	0.1954343441839243	0.001626528943221712
	3296421	3295477	3295415	-	truB	b3166	enzyme; tRNA modification	250	227	148	154	3.2383059319088105E-5	4.066268179000337E-6	1.1216926637775838E-10	0.03310771505823944	0.0025631543289528183	0.5339244920609925
3296853	3296822	3296421		-	rbfA	b3167	factor; Proteins - translation and modification	303	288	183	198	3.1772619618263936E-4	0.01646986417822525	1.8203343436223671E-6	0.4294294824244448	0.047674175810368945	0.43042404049420147
3299668	3299658	3296986	3296979	-	infB	b3168	factor; Proteins - translation and modification	565	504	382	471	1.4533177050628983E-9	0.7629593386713333	5.041759440480351E-6	0.003933122137283224	0.42771071327428795	0.053030567659971196
3301179	3301170	3299683	3299669	-	nusA	b3169	factor; RNA synthesis, modification, DNA transcription	525	441	351	319	2.657326046004378E-7	0.1674154332528122	6.549277867860645E-8	0.12470358506366261	0.23979367689416678	0.032840310805327566
3301660	3301650	3301198	3301192	-	rimP	b3170	factor; RNA synthesis, modification, DNA transcription	328	305	310	237	5.516202172895047E-5	1.0	5.118887201396115E-4	1.7853058755525652E-4	0.7835016485165403	0.0013741206041406034
3301933			3301857	-	metY	b3171	Met tRNA	247	330	586	373	6.787890615329963E-4	0.9639068536556389	0.11851313424261088	3.5279727086335194E-21	0.004907060638361382	7.456094068939338E-7
3302235	3302281	3303624	3303630	+	argG	b3172	enzyme; Amino acid biosynthesis: Arginine	190	192	183	164	0.0022093842364571967	1.0	0.030721384680624235	0.0022922899329589643	0.7419055861747597	0.031490463869483586
	3305257	3303632		-	yhbX	b3173	putative enzyme; Not classified	7	3	7	3	8.342095887325108E-26	1.0	2.1058332236547244E-8	3.6560705757744713E-23	0.023883169924466294	1.610439912948443E-7
3305802			3305716	-	leuU	b3174	Leu tRNA	100	151	139	132	9.014442423855542E-4	1.0	0.03939603347038336	2.683205857626219E-6	0.15428122081877282	0.004768167795648336
3306221	3306149	3305817	3305803	-	secG	b3175	transport; Protein, peptide secretion	344	507	469	402	0.03543546597924927	0.007829490933902	0.3013279038734631	0.029578893188854018	0.4842329374937262	0.014631708654676704
	3307714	3306377		-	glmM	b3176	putative enzyme; Central intermediary metabolism: Miscellaneous glucose metabolism	162	156	130	140	9.358653274979358E-4	0.28796086171250956	0.0319856226737273	0.5106429474672064	0.5437700889616167	0.9923821064194364
	3308555	3307707		-	folP	b3177	enzyme; Biosynthesis of cofactors, carriers: Folic acid	56	46	39	36	2.6190396989088013E-12	0.9800185972451831	2.0332753242618042E-7	4.809914409934848E-5	0.7952207087168501	0.0034695147454725816
3310579	3310579	3308645	3308627	-	ftsH	b3178	enzyme; Degradation of proteins, peptides, glyco	1299	1407	867	951	8.561054267520146E-5	0.5107836770406013	6.998627973795033E-8	0.35042382547794937	0.0057283180007160015	0.015912492385240343
3310580			3310598	?	-	predicted RNA	-	1351	1311	914	824	4.879505086307049E-7	1.0	1.836819370030182E-7	0.00619865194832497	0.09587112410440884	0.0020777210320451715
3311308	3311308	3310679	3310599	-	rlmE	b3179	enzyme; rRNA modification; phenotype; Cell division	1045	1091	886	861	0.002601418835859788	1.0	0.002697745175377914	0.06692444184387465	0.5781844671015909	0.05148295722376958
3311309	3311434	3311727	3311736	+	yhbY	b3180	enzyme; rRNA modification; phenotype; Cell division	274	340	315	263	0.11152045810991941	1.0	0.10626757904695515	0.002520727064864056	0.6730679523913341	0.00563996459880947
	3312359	3311883		-	greA	b3181	regulator; Proteins - translation and modification	103	126	117	88	0.002337031599686168	1.0	2.803846651594076E-4	3.2485968557420866E-4	0.09580901574047915	2.9782775981324655E-5
	3312607	3314040		+	dacB	b3182	enzyme; Murein sacculus, peptidoglycan	33	26	31	28	1.6534864002731588E-13	1.0	1.9665864539542853E-4	8.178628063010188E-11	0.0025283447053929434	0.0025552561322782965
3315400	3315398	3314226	3314224	-	obgE	b3183	putative factor; Not classified	235	196	188	200	5.148702048483123E-8	0.4322631100764705	0.012634666976513245	0.00473595008064552	0.022921228974829157	0.6566544140892703
	3316379	3315414		-	yhbE	b3184	putative factor; Not classified	116	108	120	96	3.0260097883882167E-5	1.0	0.03335090599453828	5.009115380753588E-7	0.21561933623784507	0.004838512714989874
3316763	3316763	3316506	3316484	-	rpmA	b3185	structural component; Ribosomal proteins - synthesis, modification	1578	2731	3144	2373	0.01215787082090002	1.2160045027735502E-8	0.03049825649272166	1.3073899101863786E-7	0.9392992322896356	1.1319091308609707E-5
3317147	3317095	3316784	3316764	-	rplU	b3186	structural component; Ribosomal proteins - synthesis, modification	1625	2857	3459	2693	0.06644091874770086	2.4085201069044235E-8	0.049592942724701335	7.129243991200862E-10	0.688127625443574	3.503757988910163E-7
	3317354	3318325		+	ispB	b3187	enzyme; Biosynthesis of cofactors, carriers: Menaquinone, ubiquinone	158	166	148	125	0.022806077389562633	1.0	0.005803070429946402	0.050609224991536764	0.32472394214847805	0.015012015873197967
	3318553	3318831		+	sfsB	b3188	regulator; Degradation of small molecules: Carbon compounds	31	24	39	32	2.2599417359530859E-10	1.0	0.006058340910262595	3.172025670555641E-16	7.916909194968761E-6	6.802106593984146E-4
	3320138	3318879		-	murA	b3189	enzyme; Murein sacculus, peptidoglycan	96	97	106	109	0.006120722065163627	0.7789470957530785	0.46493306616912955	9.873895351405137E-6	2.7338767975978914E-4	0.5093640467145507
	3320447	3320193		-	ibaG	b3190	enzyme; Murein sacculus, peptidoglycan	62	54	71	60	1.0283797664466506E-9	1.0	0.0023429043239144224	2.7902747601095025E-12	0.0012734738527527462	9.007212908565275E-4
	3320900	3320607	3320600	-	mlaB	b3191	transport; Transport of small molecules: phospholipids	251	320	256	313	0.18604571850485943	1.0	0.5959359729691689	0.11850776537963453	0.031087610712943074	0.7341237633973517
3321553	3321535	3320900		-	mlaC	b3192	transport; Transport of small molecules: phospholipids	375	466	373	501	0.8472494025539011	1.0	0.0541162311387499	0.582170829816243	0.013551093877655714	0.13184263991372616
3322109	3322105	3321554	3321554	-	mlaD	b3193	transport; Transport of small molecules: phospholipids	153	185	153	174	0.07482370105803857	1.0	0.8709996364489732	0.05877465350766039	0.04271777707490732	0.9494010603868072
	3322892	3322110		-	mlaE	b3194	transport; Transport of small molecules: phospholipids	111	137	104	113	0.17504116125811783	1.0	0.4326910329683408	0.3567965160064053	0.7764592471648649	0.6563703157836989
3323712	3323709	3322900	3322893	-	mlaF	b3195	transport; Transport of small molecules: phospholipids	184	271	163	179	0.016896195364486048	1.0	0.4335829734011814	0.0021476740094587272	8.448885879757875E-4	0.9040745955551377
	3323919	3324896		+	yrbG	b3196	transport; Transport of small molecules: phospholipids	47	49	59	57	6.594680207220806E-6	1.0	0.2260307621661808	1.0094793378516995E-9	6.359097445282486E-5	0.04478709335498852
	3324910	3325896		+	kdsD	b3197	putative enzyme; Not classified	93	99	101	104	0.003444050396172093	1.0	0.7479414301015406	5.860814896240696E-5	6.824701361034524E-4	0.649151677322018
3325897	3325917	3326483		+	kdsC	b3198	putative enzyme; Not classified	177	171	163	167	1.2804005488283406E-4	1.0	0.3086925237050517	9.856958248026088E-4	0.019430770173427224	0.47628455097815764
	3326480	3327055		+	lptC	b3199	putative enzyme; Not classified	208	200	169	157	5.449863783663281E-4	0.9212267183965129	0.002154425291484459	0.09665334558939641	0.7701854576590342	0.11774483559051636
	3327024	3327581	3327583	+	lptA	b3200	lipopolysaccharide biosynthesis	254	247	234	246	6.289926954941745E-4	1.0	0.44522113330013824	0.0035792592810521564	0.022065992010260795	0.6380888786487171
3327588	3327588	3328313	3328340	+	lptB	b3201	putative transport; Not classified	212	207	209	219	3.2876258530226983E-4	1.0	0.7441455971863007	1.1674766164247604E-4	0.001894739929378144	0.5250663725887464
3328350	3328361	3329794	3329794	+	rpoN	b3202	regulator; Global regulatory functions	414	427	371	401	0.002199642540186479	1.0	0.07827390501388388	0.019709302708399278	0.34784004941240815	0.24000719625719505
3329795	3329817	3330104	3330110	+	hpf	b3203	putative regulator; Global regulatory functions	898	996	990	981	0.11272067359271146	0.737347702453604	0.7014841657538194	8.43108577889515E-4	0.2704356679826393	0.05126462212905081
3330123	3330222	3330713	3330715	+	ptsN	b3204	enzyme; Transport of small molecules: Amino acids, amines	480	514	545	532	0.015272715063160159	0.5634883667882516	0.9283144803485345	6.482942777312791E-6	0.019176657952331377	0.06163613901121396
3330750	3330759	3331613		+	yhbJ	b3205	enzyme; Transport of small molecules: Amino acids, amines	264	271	269	238	0.004977922614822705	1.0	0.11184642618806807	7.805999514630556E-4	0.47910403953581515	0.04072704888194609
	3331610	3331882		+	npr	b3206	transport; Transport of small molecules: Other	84	101	105	94	8.624227335017925E-5	1.0	0.011636232604363675	1.1021649455447036E-6	0.20856123015492115	0.002274398354728572
3332085	3332096	3332728		+	yrbL	b3207	transport; Transport of small molecules: Other	2018	4921	2956	3083	1.2580101627092035E-8	0.0380543148065217	0.2965144090460429	0.32194785546083193	1.4975854879866116E-7	0.009791487354843956
	3333453	3332725		-	mtgA	b3208	putative enzyme; Not classified	272	559	401	437	2.571148076715929E-10	2.151671921759545E-4	3.242628311388839E-5	0.9186348049864792	0.2992533000572425	0.46915196788605934
	3334103	3333450		-	elbB	b3209	putative factor; Not classified	144	122	130	127	1.058072344561016E-6	1.0	0.0510014475177027	5.837351427668226E-5	0.017790565780849782	0.17885925976411962
3334221			3334341	+	arcZ	b4450	-	123	85	99	82	2.2899427042923477E-16	0.9861732368622056	4.442720049193281E-6	4.1027200773092615E-10	0.02920196441184326	6.322268890879585E-4
	3336669	3334333		-	arcB	b3210	enzyme; Global regulatory functions	105	84	77	79	2.0204539337640852E-8	0.042816106043960675	2.472937463664718E-4	0.06596164875374126	0.28376200495447834	0.5891935231629227
	3337694	3336765		-	yhcC	b3211	enzyme; Global regulatory functions	10	4	12	3	2.3158372396182274E-20	1.0	1.649149863219639E-10	1.4307147527241598E-34	0.6088898991761481	2.0429081058762868E-17
3338244	3338369	3342829	3342829	+	gltB	b3212	enzyme; Central intermediary metabolism: Pool, multipurpose conversions	225	181	232	285	1.2031332087188758E-8	1.0	0.3463352589601844	6.42651881711183E-11	4.901001687606198E-10	0.04486546190015735
3342837	3342842	3344260	3344265	+	gltD	b3213	enzyme; Central intermediary metabolism: Pool, multipurpose conversions	301	259	329	365	2.358477417149934E-6	1.0	0.648556145320866	1.893804401150969E-9	2.880988973927516E-9	0.5482942489269647
	3344820	3345584		+	gltF	b3214	regulator; Central intermediary metabolism: Pool, multipurpose conversions	8	3	7	3	4.162825526207933E-17	1.0	2.225904835043513E-9	1.8022420580095495E-12	0.6424596372537664	8.174284802033503E-7
	3345756	3346430		+	yhcA	b3215	putative factor; Not classified	7	1	4	0	2.824852502325537E-62	0.9408735984154254	2.8055534400803757E-41	3.8377179775009115E-19	0.6449676036550847	1.4594563025575344E-12
	3346451	3348832		+	yhcD	b3216	putative membrane; Not classified	9	6	10	5	3.090294283740055E-17	1.0	9.185623640294187E-8	1.4981204175067414E-19	0.22720822061575224	2.1287373939090722E-8
	3348829	3350573		+	yhcE	b4569	putative membrane; Not classified	45	40	43	40	1.8133325223321954E-6	1.0	0.022346390955183662	6.3444647019345464E-6	0.046560419282958995	0.036468093011889496
	3350362	3349346		-	insH1	b3218	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	64	61	62	61	4.674550042541526E-6	1.0	0.030865805806983275	2.0170190673543986E-5	0.04197253453078905	0.05597972690579292
	3350570	3351286		+	yhcF	b3219	putative regulator; Not classified	9	7	14	8	8.7246716602575E-9	1.0	0.00430098759138513	4.962570594973768E-20	0.004517625119719791	7.105064954546889E-6
	3351471	3352598		+	yhcG	b3220	putative regulator; Not classified	12	7	10	5	8.448107602706767E-19	1.0	3.81098696181825E-10	5.562607188697287E-14	0.8365579537981173	1.2186062813100234E-7
	3353122	3352658		-	yhcH	b3221	putative regulator; Not classified	57	71	83	68	4.858237552529067E-5	1.0	0.019812466518433592	1.0948767401359085E-9	0.0739952943357958	5.094637389358157E-4
	3353994	3353119		-	nanK	b3222	putative regulator; Not classified	42	53	65	66	3.972559725396361E-4	1.0	0.746352958622228	6.77724555849253E-11	1.07767982538248E-6	0.07577763650709865
	3354680	3353991		-	nanE	b3223	putative enzyme; Not classified	26	23	30	31	2.8558520677655057E-9	1.0	0.01843458511031002	3.0449794607305402E-12	6.791519082950037E-7	0.009994401434192331
	3356218	3354728	3354728	-	nanT	b3224	transport; Murein sacculus, peptidoglycan	24	19	27	16	1.1181375711319425E-10	1.0	3.844354124498234E-6	1.8079792126446683E-13	0.5066181489851092	2.4151854589061086E-7
	3357220	3356327		-	nanA	b3225	enzyme; Surface polysaccharides & antigens	15	8	17	12	2.9473625894154767E-21	1.0	2.383266935174055E-4	4.428377589185424E-28	9.239518609097056E-8	4.721833037839087E-5
	3358133	3357342		-	nanR	b3226	regulator; Not classified	119	146	137	148	0.3081673169091384	0.8704042147327877	0.21667462166726892	0.00611009043819634	0.00943355448077427	0.9244041186598028
	3358513	3359880		+	dcuD	b3227	putative transport; Not classified	9	4	9	3	5.1337072640751486E-26	1.0	2.1916558067594766E-10	3.5747403890572E-31	0.19143374707562752	3.3855365388279797E-12
3360420	3360420	3359923	3359919	-	sspB	b3228	regulator; Global regulatory functions	303	306	302	267	0.0021557059440471013	1.0	0.08409479329460949	4.6304213320785847E-4	0.44733984673393484	0.03603304068309248
3361191	3361064	3360426	3360421	-	sspA	b3229	regulator; Global regulatory functions	499	484	482	398	0.0018350347913975687	1.0	6.129745201270423E-4	8.757982302688759E-4	0.4553871604093922	4.096326670429084E-4
3361851	3361851	3361459	3361454	-	rpsI	b3230	structural component; Ribosomal proteins - synthesis, modification	3197	2941	2289	2730	3.020348318319343E-7	0.9418620652546064	6.821190763614029E-5	0.007851635966578157	0.5854309287234443	0.05872236459298781
3362408	3362295	3361867	3361852	-	rplM	b3231	structural component; Ribosomal proteins - synthesis, modification	2276	2145	1652	1739	1.7643913979238508E-5	0.8298743805852039	5.681124602030577E-6	0.05712998838578036	0.38264502957766905	0.02304523092578917
3362409			3362434	?	-	predicted RNA	-	1110	1095	841	731	4.841254243456339E-7	1.0	1.0365331197021813E-6	0.0011928568010068166	0.22355198006175162	0.0010584563192683452
	3363641	3362514		-	yhcM	b3232	structural component; Ribosomal proteins - synthesis, modification	49	39	34	24	1.870212100471757E-12	0.8186947299668159	2.5935037912883806E-13	1.4447664140417916E-4	0.052247176517341454	2.8644064029653645E-5
3363814	3363835	3364233	3364301	+	yhcB	b3233	structural component; Ribosomal proteins - synthesis, modification	455	443	271	253	0.0027249424025667266	4.0024875839033685E-5	3.1700942336220005E-11	0.0059386519014905095	6.272720368810227E-6	0.21746066694699445
	3364387	3365754		+	degQ	b3234	enzyme; Degradation of proteins, peptides, glycopeptides	66	71	63	63	0.00525514982638223	1.0	0.18415404952932574	0.012478292193442321	0.31071600145576367	0.2655581098002964
	3365844	3366911		+	degS	b3235	enzyme; Degradation of proteins, peptides, glyco	40	32	31	21	4.574066198171423E-12	1.0	3.7987163475903293E-10	9.76231963350332E-7	0.2847542127429011	9.38182025563963E-6
3368102	3367912	3366974	3366971	-	mdh	b3236	enzyme; Energy metabolism, carbon: TCA cycle	1055	1167	985	1242	0.001710929230645112	1.0	0.16749469896889857	0.001193603589030533	0.05766544860150916	0.10592346926798726
3368338	3368347	3368817	3368825	+	argR	b3237	regulator; Amino acid biosynthesis: Arginine	212	244	301	337	0.11324629865416007	0.008209761769365281	1.5111847592039722E-4	8.250613378813013E-10	2.2203570971038376E-11	0.9964058838198049
	3369182	3369445		+	yhcN	b3238	regulator; Amino acid biosynthesis: Arginine	107	351	131	119	0.04457523889694113	1.0	0.010659425002965772	0.015207590165057532	1.6591796682414893E-28	0.0023539763345393015
	3369773	3369501		-	yhcO	b3239	regulator; Amino acid biosynthesis: Arginine	103	117	84	72	7.711918430746192E-6	1.0	6.322599827449227E-6	0.0020743893280680895	0.09854582082069853	0.001030692570647593
3371832	3371832	3369865		-	aaeB	b3240	regulator; Amino acid biosynthesis: Arginine	14	11	14	8	6.632523520910382E-11	1.0	5.591051329109359E-8	9.151283935353754E-11	0.8990304617018879	1.0590060308486537E-7
3372770	3372770	3371838		-	aaeA	b3241	regulator; Amino acid biosynthesis: Arginine	18	15	19	9	2.840187000893593E-10	1.0	7.025774803090716E-9	4.248652594338735E-11	0.25294107041451785	1.5990244662949133E-9
	3372981	3372778		-	aaeX	b3242	regulator; Amino acid biosynthesis: Arginine	33	26	27	22	2.3398606819429748E-8	1.0	4.019516715085704E-4	3.07900967516315E-7	0.3819667391717677	0.004797171442071861
	3373164	3374093		+	aaeR	b3243	regulator; Amino acid biosynthesis: Arginine	61	73	69	64	0.0038612205581263262	1.0	0.06824858295622953	3.409882926963293E-4	0.5074110054773953	0.020378174662425953
3376048	3375672	3374227	3374135	-	tldD	b3244	phenotype; Not classified	236	270	217	224	0.1993152847705359	1.0	0.1828143271683406	0.26390486738035784	0.782801450955031	0.2492535008246717
3379902	3379902	3376102		-	yhdP	b4472	phenotype; Not classified	55	62	56	55	0.0951004163206906	1.0	0.6365134028502453	0.0267225969948329	0.3380096194475163	0.3623626878248238
